Container Number,Size,Tare (kg),Terminal,Region,Type,Available From,Available To,Price (KRW),Remarks
ONEU1360089,40FT,3600,SNCT,인천,외항,2024-06-05,2024-06-08,50000,빠른 픽업 가능
YMLU2970276,40HQ,4100,TOC,부산,내항,2024-06-03,2024-06-06,50000,전화 요망
TRIU5873318,40HQ,3900,IGCT,군산,내항,2024-06-07,2024-06-12,47000,야간 불가
MAEU3040277,40FT,3700,KIT,광양,내항,2024-06-07,2024-06-11,45000,야간 불가
TRIU4233815,40FT,3700,PNCT,평택,내항,2024-06-06,2024-06-09,47000,전화 요망
ONEU2444020,40FT,4000,PNCT,평택,내항,2024-06-01,2024-06-04,45000,빠른 픽업 가능
ONEU7835526,20FT,2400,IGCT,군산,내항,2024-06-03,2024-06-08,50000,전화 요망
ONEU1889220,40FT,3700,BCT,부산,외항,2024-06-03,2024-06-07,50000,야간 불가
TRIU4162675,20FT,2400,IGCT,군산,내항,2024-06-07,2024-06-11,42000,야간 불가
HMMU6539043,40FT,3800,PNC,부산,외항,2024-06-05,2024-06-10,47000,빠른 픽업 가능
YMLU3303030,40FT,4000,PNCT,평택,내항,2024-06-02,2024-06-05,45000,빠른 픽업 가능
MSCU1186482,20FT,2300,JUCT,울산,내항,2024-06-05,2024-06-10,50000,빠른 픽업 가능
TRIU5521910,20FT,2100,IGCT,군산,내항,2024-06-01,2024-06-05,50000,전화 요망
HMMU1241740,40FT,4000,PNCT,평택,내항,2024-06-03,2024-06-06,50000,확정 이후 연락
MAEU3077935,20FT,2500,IGCT,군산,내항,2024-06-07,2024-06-10,45000,빠른 픽업 가능
HMMU4633476,40FT,3800,PNC,부산,외항,2024-06-03,2024-06-08,47000,확정 이후 연락
HMMU5031807,40HQ,4000,IGCT,군산,내항,2024-06-05,2024-06-10,50000,전화 요망
TRIU2517615,20FT,2400,PNC,부산,외항,2024-06-06,2024-06-10,47000,빠른 픽업 가능
TRIU8765449,20FT,2300,ICT,인천,내항,2024-06-06,2024-06-09,47000,확정 이후 연락
MAEU1324585,40HQ,4000,BPTS,부산,내항,2024-06-06,2024-06-10,45000,확정 이후 연락
HMMU8340599,40FT,4000,TOC,부산,내항,2024-06-05,2024-06-08,45000,전화 요망
MAEU4472463,40FT,3800,BCT,부산,외항,2024-06-04,2024-06-07,50000,전화 요망
TCLU3604055,20FT,2500,PNC,부산,외항,2024-06-02,2024-06-05,42000,전화 요망
HMMU2062951,40HQ,4000,KIT,광양,내항,2024-06-07,2024-06-12,40000,전화 요망
OOLU1195738,40FT,3900,E1CT,인천,내항,2024-06-03,2024-06-07,45000,야간 불가
MSCU6259167,40FT,3900,BPTG,부산,내항,2024-06-02,2024-06-06,42000,빠른 픽업 가능
FSCU9999912,20FT,2500,PNIT,부산,외항,2024-06-06,2024-06-10,40000,전화 요망
CMAU7160268,40FT,4000,SNCT,인천,외항,2024-06-02,2024-06-05,47000,빠른 픽업 가능
FSCU9695941,40FT,4000,BCT,부산,외항,2024-06-03,2024-06-07,42000,야간 불가
FSCU2651894,40HQ,4200,UNCT,울산,내항,2024-06-02,2024-06-06,50000,전화 요망
TRIU3504959,40HQ,4100,ICT,인천,내항,2024-06-02,2024-06-05,47000,야간 불가
CMAU5837763,40FT,3900,PNIT,부산,외항,2024-06-06,2024-06-10,50000,빠른 픽업 가능
TRIU7388096,40HQ,4000,BPTG,부산,내항,2024-06-01,2024-06-06,50000,확정 이후 연락
MAEU7602076,40FT,3700,KIT,광양,내항,2024-06-03,2024-06-08,47000,전화 요망
FSCU8124550,40FT,3800,BPTG,부산,내항,2024-06-07,2024-06-11,50000,빠른 픽업 가능
EMCU2737050,40HQ,4000,ICT,인천,내항,2024-06-05,2024-06-08,47000,빠른 픽업 가능
EMCU6932331,40HQ,4000,SNCT,인천,외항,2024-06-05,2024-06-08,42000,야간 불가
TRIU1811011,20FT,2200,HBCT,부산,내항,2024-06-01,2024-06-06,40000,전화 요망
MSCU4244142,40HQ,4200,PNIT,부산,외항,2024-06-04,2024-06-09,50000,확정 이후 연락
ONEU5012384,40HQ,3800,GWCT,광양,내항,2024-06-03,2024-06-06,45000,확정 이후 연락
CMAU2722615,40HQ,4200,ICT,인천,내항,2024-06-03,2024-06-06,50000,야간 불가
EMCU3593907,40FT,3600,SNCT,인천,외항,2024-06-04,2024-06-09,45000,빠른 픽업 가능
TRIU5741849,20FT,2100,KIT,광양,내항,2024-06-07,2024-06-10,45000,야간 불가
TRIU5050847,40FT,3900,GWCT,광양,내항,2024-06-02,2024-06-06,40000,전화 요망
OOLU4618005,40FT,3700,PNCT,평택,내항,2024-06-04,2024-06-07,40000,확정 이후 연락
EMCU7268124,40HQ,4100,PCTC,평택,내항,2024-06-03,2024-06-06,47000,빠른 픽업 가능
CMAU9613407,40FT,3700,PNCT,평택,내항,2024-06-02,2024-06-06,47000,확정 이후 연락
HMMU3127042,40HQ,4100,HBCT,부산,내항,2024-06-07,2024-06-10,45000,야간 불가
CMAU8598356,40HQ,4000,JUCT,울산,내항,2024-06-03,2024-06-08,40000,전화 요망
MSCU6091888,40FT,3800,PNCT,평택,내항,2024-06-01,2024-06-06,40000,야간 불가
EMCU7819653,40HQ,3900,KIT,광양,내항,2024-06-01,2024-06-06,50000,야간 불가
HMMU6609017,40HQ,4000,PNC,부산,외항,2024-06-05,2024-06-09,40000,야간 불가
HMMU3192378,20FT,2500,PCTC,평택,내항,2024-06-03,2024-06-07,50000,전화 요망
EMCU6518621,40HQ,4000,BPTG,부산,내항,2024-06-05,2024-06-09,42000,야간 불가
EMCU4528599,40FT,3600,SNCT,인천,외항,2024-06-07,2024-06-12,40000,빠른 픽업 가능
ONEU2399924,40HQ,4200,UNCT,울산,내항,2024-06-03,2024-06-06,50000,야간 불가
YMLU9194130,40HQ,4000,HBCT,부산,내항,2024-06-07,2024-06-12,42000,확정 이후 연락
HMMU1601242,40FT,3800,UNCT,울산,내항,2024-06-06,2024-06-10,50000,야간 불가
MAEU5263586,20FT,2300,PNCT,평택,내항,2024-06-01,2024-06-05,42000,확정 이후 연락
HMMU5205637,40FT,4000,TOC,부산,내항,2024-06-07,2024-06-10,45000,빠른 픽업 가능
EMCU7737260,20FT,2200,PNC,부산,외항,2024-06-05,2024-06-09,50000,빠른 픽업 가능
TCLU8102678,20FT,2300,GWCT,광양,내항,2024-06-06,2024-06-10,45000,빠른 픽업 가능
EMCU6987511,20FT,2500,IGCT,군산,내항,2024-06-03,2024-06-06,40000,확정 이후 연락
YMLU6859352,40HQ,4200,IFT,인천,내항,2024-06-03,2024-06-06,50000,빠른 픽업 가능
MSCU4471236,20FT,2100,IFT,인천,내항,2024-06-01,2024-06-04,50000,전화 요망
MSCU1041286,20FT,2300,IFT,인천,내항,2024-06-07,2024-06-11,50000,야간 불가
EMCU5679659,20FT,2300,BPTS,부산,내항,2024-06-02,2024-06-06,50000,야간 불가
ONEU8564235,40HQ,3900,KIT,광양,내항,2024-06-03,2024-06-06,45000,야간 불가
CMAU2196796,20FT,2300,DGT,부산,외항,2024-06-02,2024-06-07,40000,전화 요망
TCLU1290123,20FT,2300,E1CT,인천,내항,2024-06-04,2024-06-08,40000,빠른 픽업 가능
CMAU2514524,20FT,2300,TOC,부산,내항,2024-06-01,2024-06-04,40000,야간 불가
TRIU4973613,40FT,3700,PNIT,부산,외항,2024-06-07,2024-06-11,42000,확정 이후 연락
TRIU2242542,40HQ,4000,HBCT,부산,내항,2024-06-01,2024-06-06,42000,확정 이후 연락
CMAU3718739,40FT,3900,PNIT,부산,외항,2024-06-03,2024-06-07,40000,확정 이후 연락
MSCU1165686,20FT,2300,E1CT,인천,내항,2024-06-01,2024-06-04,42000,야간 불가
TRIU8307836,40FT,3700,TOC,부산,내항,2024-06-06,2024-06-10,50000,빠른 픽업 가능
HMMU5441081,40HQ,4100,KIT,광양,내항,2024-06-02,2024-06-05,42000,전화 요망
EMCU1414553,20FT,2400,TOC,부산,내항,2024-06-01,2024-06-06,40000,확정 이후 연락
OOLU9792877,40HQ,4100,TOC,부산,내항,2024-06-02,2024-06-05,50000,야간 불가
CMAU9550245,40FT,4000,TOC,부산,내항,2024-06-07,2024-06-11,45000,야간 불가
OOLU6832558,40HQ,4000,ICT,인천,내항,2024-06-03,2024-06-08,45000,전화 요망
MSCU8466131,20FT,2500,UNCT,울산,내항,2024-06-05,2024-06-08,42000,빠른 픽업 가능
HMMU2701228,40HQ,3900,TOC,부산,내항,2024-06-02,2024-06-07,47000,빠른 픽업 가능
EMCU7929889,20FT,2400,PNCT,평택,내항,2024-06-03,2024-06-07,50000,야간 불가
TCLU8648226,20FT,2500,KIT,광양,내항,2024-06-06,2024-06-11,40000,전화 요망
YMLU2484202,20FT,2400,HBCT,부산,내항,2024-06-04,2024-06-07,50000,확정 이후 연락
ONEU2219914,20FT,2200,TOC,부산,내항,2024-06-04,2024-06-09,47000,확정 이후 연락
FSCU4060610,20FT,2500,HBCT,부산,내항,2024-06-04,2024-06-08,47000,확정 이후 연락
YMLU8309713,40FT,3800,GWCT,광양,내항,2024-06-07,2024-06-11,42000,빠른 픽업 가능
ONEU4355516,40FT,3800,PNC,부산,외항,2024-06-01,2024-06-06,45000,확정 이후 연락
TCLU6157616,40FT,3600,PNCT,평택,내항,2024-06-02,2024-06-07,45000,전화 요망
OOLU8229151,40HQ,3900,BPTS,부산,내항,2024-06-04,2024-06-08,42000,야간 불가
CMAU3865128,40HQ,3900,KIT,광양,내항,2024-06-04,2024-06-07,45000,전화 요망
FSCU1069226,40FT,3800,PNC,부산,외항,2024-06-01,2024-06-06,42000,확정 이후 연락
MAEU2713673,40FT,3800,TOC,부산,내항,2024-06-07,2024-06-12,47000,전화 요망
ONEU2380892,20FT,2200,ICT,인천,내항,2024-06-06,2024-06-09,45000,확정 이후 연락
MSCU2458408,40FT,3700,TOC,부산,내항,2024-06-01,2024-06-05,40000,빠른 픽업 가능
YMLU8590510,20FT,2300,IFT,인천,내항,2024-06-05,2024-06-10,42000,빠른 픽업 가능
TCLU6770249,20FT,2300,BCT,부산,외항,2024-06-02,2024-06-06,42000,전화 요망
TRIU9745728,20FT,2200,SNCT,인천,외항,2024-06-07,2024-06-11,40000,빠른 픽업 가능
MAEU6607245,40FT,3700,HBCT,부산,내항,2024-06-02,2024-06-07,40000,확정 이후 연락
FSCU7404515,20FT,2400,BPTS,부산,내항,2024-06-07,2024-06-12,42000,전화 요망
ONEU9836009,40FT,3600,ICT,인천,내항,2024-06-04,2024-06-09,50000,야간 불가
TRIU2519536,40FT,3700,PCTC,평택,내항,2024-06-04,2024-06-09,45000,확정 이후 연락
YMLU5818893,40HQ,4200,TOC,부산,내항,2024-06-04,2024-06-07,50000,전화 요망
OOLU3221203,20FT,2400,BCT,부산,외항,2024-06-02,2024-06-05,50000,야간 불가
TRIU7097942,40HQ,3900,GWCT,광양,내항,2024-06-02,2024-06-05,47000,전화 요망
TRIU5450070,40HQ,4100,KIT,광양,내항,2024-06-05,2024-06-10,45000,확정 이후 연락
FSCU3035221,40FT,3600,PNCT,평택,내항,2024-06-02,2024-06-06,40000,야간 불가
EMCU1915741,40FT,3800,GWCT,광양,내항,2024-06-07,2024-06-10,45000,전화 요망
HMMU5553002,20FT,2200,IFT,인천,내항,2024-06-04,2024-06-07,50000,빠른 픽업 가능
MAEU6011583,20FT,2400,HBCT,부산,내항,2024-06-02,2024-06-07,40000,확정 이후 연락
MAEU6508685,40FT,3700,BNCT,부산,외항,2024-06-05,2024-06-08,50000,야간 불가
TCLU5476576,40HQ,3900,HJIT,인천,외항,2024-06-05,2024-06-10,42000,전화 요망
MAEU4768982,40HQ,4000,PNC,부산,외항,2024-06-01,2024-06-05,45000,야간 불가
MAEU2266286,20FT,2500,E1CT,인천,내항,2024-06-05,2024-06-08,50000,빠른 픽업 가능
MAEU5960788,20FT,2200,ICT,인천,내항,2024-06-03,2024-06-07,47000,전화 요망
MAEU4163513,20FT,2100,PNCT,평택,내항,2024-06-01,2024-06-05,47000,빠른 픽업 가능
OOLU2824424,40HQ,4000,KIT,광양,내항,2024-06-02,2024-06-07,42000,야간 불가
TRIU4473256,40FT,3800,PCTC,평택,내항,2024-06-04,2024-06-07,42000,야간 불가
TRIU6233370,40FT,3800,HJIT,인천,외항,2024-06-05,2024-06-08,47000,전화 요망
TCLU2744941,40HQ,4100,PNCT,평택,내항,2024-06-04,2024-06-08,47000,확정 이후 연락
FSCU8230318,40FT,3800,IGCT,군산,내항,2024-06-06,2024-06-11,47000,전화 요망
ONEU3464252,40FT,3700,TOC,부산,내항,2024-06-04,2024-06-07,45000,빠른 픽업 가능
ONEU2141793,20FT,2400,IGCT,군산,내항,2024-06-02,2024-06-07,45000,전화 요망
OOLU8293788,40HQ,4200,UNCT,울산,내항,2024-06-04,2024-06-09,42000,전화 요망
CMAU4685852,20FT,2100,SNCT,인천,외항,2024-06-03,2024-06-06,45000,전화 요망
TRIU7497496,40HQ,4200,TOC,부산,내항,2024-06-06,2024-06-10,45000,확정 이후 연락
YMLU3049716,40HQ,4200,JUCT,울산,내항,2024-06-02,2024-06-06,42000,빠른 픽업 가능
EMCU8814455,20FT,2400,DGT,부산,외항,2024-06-02,2024-06-05,42000,빠른 픽업 가능
MAEU1308300,20FT,2200,SNCT,인천,외항,2024-06-04,2024-06-09,45000,야간 불가
MAEU8780358,20FT,2400,JUCT,울산,내항,2024-06-05,2024-06-08,50000,확정 이후 연락
MSCU1511802,20FT,2400,PNCT,평택,내항,2024-06-02,2024-06-07,42000,빠른 픽업 가능
ONEU6924345,40HQ,4200,JUCT,울산,내항,2024-06-02,2024-06-07,45000,전화 요망
OOLU4624436,40FT,4000,JUCT,울산,내항,2024-06-04,2024-06-07,45000,빠른 픽업 가능
ONEU2985246,40HQ,3900,IFT,인천,내항,2024-06-07,2024-06-12,47000,야간 불가
ONEU7811992,40FT,3700,HJIT,인천,외항,2024-06-04,2024-06-07,50000,빠른 픽업 가능
CMAU4705033,40FT,3700,PNCT,평택,내항,2024-06-01,2024-06-04,42000,전화 요망
EMCU8454245,40HQ,4100,UNCT,울산,내항,2024-06-02,2024-06-06,50000,확정 이후 연락
TRIU2775880,40FT,4000,UNCT,울산,내항,2024-06-02,2024-06-05,42000,야간 불가
EMCU1907025,40HQ,4100,UNCT,울산,내항,2024-06-01,2024-06-06,40000,전화 요망
YMLU4369505,40FT,3900,HJIT,인천,외항,2024-06-05,2024-06-09,42000,전화 요망
TRIU8954291,40FT,3800,UNCT,울산,내항,2024-06-05,2024-06-09,45000,전화 요망
EMCU5425278,20FT,2200,BCT,부산,외항,2024-06-02,2024-06-06,42000,빠른 픽업 가능
MAEU9689732,40FT,4000,HJIT,인천,외항,2024-06-06,2024-06-10,50000,확정 이후 연락
EMCU6889006,40FT,3900,BCT,부산,외항,2024-06-04,2024-06-07,47000,빠른 픽업 가능
TRIU2835658,20FT,2200,BNCT,부산,외항,2024-06-05,2024-06-10,42000,전화 요망
FSCU2243247,20FT,2200,GWCT,광양,내항,2024-06-04,2024-06-07,47000,전화 요망
EMCU5505069,40FT,3800,PNC,부산,외항,2024-06-06,2024-06-10,45000,빠른 픽업 가능
ONEU6027377,40HQ,4000,HBCT,부산,내항,2024-06-06,2024-06-10,40000,야간 불가
FSCU6427684,40HQ,3900,IFT,인천,내항,2024-06-02,2024-06-07,42000,빠른 픽업 가능
FSCU3279427,20FT,2200,SNCT,인천,외항,2024-06-02,2024-06-05,50000,전화 요망
TRIU3313517,40FT,3800,HBCT,부산,내항,2024-06-06,2024-06-11,45000,확정 이후 연락
TRIU4615854,40FT,3600,HJIT,인천,외항,2024-06-03,2024-06-06,47000,확정 이후 연락
EMCU5546082,40FT,3800,GWCT,광양,내항,2024-06-05,2024-06-08,50000,확정 이후 연락
MAEU8566964,40FT,3900,BPTS,부산,내항,2024-06-07,2024-06-11,47000,야간 불가
YMLU8414917,40FT,3800,BPTG,부산,내항,2024-06-05,2024-06-10,45000,확정 이후 연락
FSCU3304530,20FT,2100,BCT,부산,외항,2024-06-05,2024-06-09,50000,야간 불가
TRIU4268698,40FT,3800,PNIT,부산,외항,2024-06-04,2024-06-09,47000,빠른 픽업 가능
FSCU4820079,40HQ,4200,TOC,부산,내항,2024-06-03,2024-06-07,47000,전화 요망
MAEU8957321,40FT,3800,IFT,인천,내항,2024-06-01,2024-06-05,42000,전화 요망
OOLU6227628,40FT,4000,DGT,부산,외항,2024-06-06,2024-06-11,42000,빠른 픽업 가능
MSCU8901833,20FT,2400,SNCT,인천,외항,2024-06-07,2024-06-11,50000,야간 불가
FSCU6456734,20FT,2300,BPTS,부산,내항,2024-06-04,2024-06-08,40000,확정 이후 연락
CMAU2000767,40FT,3800,BCT,부산,외항,2024-06-02,2024-06-06,50000,전화 요망
EMCU3442088,20FT,2500,BCT,부산,외항,2024-06-04,2024-06-09,47000,전화 요망
TCLU6847286,40HQ,4100,SNCT,인천,외항,2024-06-06,2024-06-09,42000,확정 이후 연락
FSCU4718020,40FT,3600,BCT,부산,외항,2024-06-01,2024-06-05,42000,빠른 픽업 가능
YMLU3891248,40FT,3900,PNC,부산,외항,2024-06-06,2024-06-10,42000,전화 요망
ONEU8421368,20FT,2400,PNCT,평택,내항,2024-06-06,2024-06-10,42000,전화 요망
MSCU7150400,40HQ,4200,HBCT,부산,내항,2024-06-05,2024-06-10,40000,확정 이후 연락
TCLU3219336,40HQ,3800,E1CT,인천,내항,2024-06-06,2024-06-10,40000,전화 요망
MSCU1026971,40FT,3700,PNCT,평택,내항,2024-06-02,2024-06-07,45000,전화 요망
FSCU9887371,20FT,2500,GWCT,광양,내항,2024-06-01,2024-06-04,50000,확정 이후 연락
CMAU8606803,20FT,2200,KIT,광양,내항,2024-06-01,2024-06-05,47000,확정 이후 연락
OOLU8735777,40FT,4000,KIT,광양,내항,2024-06-04,2024-06-09,50000,확정 이후 연락
MSCU6656289,40FT,3700,BPTS,부산,내항,2024-06-07,2024-06-11,40000,전화 요망
MAEU6113932,20FT,2200,IFT,인천,내항,2024-06-07,2024-06-11,47000,야간 불가
OOLU2511635,40FT,4000,HJIT,인천,외항,2024-06-03,2024-06-06,40000,야간 불가
TCLU8220081,40HQ,3800,JUCT,울산,내항,2024-06-04,2024-06-08,42000,전화 요망
EMCU1152537,20FT,2200,PCTC,평택,내항,2024-06-02,2024-06-07,50000,확정 이후 연락
HMMU3604978,40HQ,4000,BNCT,부산,외항,2024-06-05,2024-06-08,50000,빠른 픽업 가능
TCLU3356391,40HQ,4100,HBCT,부산,내항,2024-06-05,2024-06-10,47000,야간 불가
TRIU2692325,40FT,4000,ICT,인천,내항,2024-06-04,2024-06-07,45000,확정 이후 연락
EMCU9772242,20FT,2300,TOC,부산,내항,2024-06-03,2024-06-08,40000,확정 이후 연락
EMCU4941067,40HQ,4000,DGT,부산,외항,2024-06-03,2024-06-08,45000,전화 요망
ONEU6050628,40FT,3900,BCT,부산,외항,2024-06-04,2024-06-09,47000,빠른 픽업 가능
TCLU4497544,40FT,3800,E1CT,인천,내항,2024-06-03,2024-06-07,42000,전화 요망
CMAU7705519,40HQ,4200,PNIT,부산,외항,2024-06-04,2024-06-09,47000,확정 이후 연락
TCLU7892403,40HQ,4200,TOC,부산,내항,2024-06-02,2024-06-05,50000,빠른 픽업 가능
TCLU8864975,40HQ,4100,PNIT,부산,외항,2024-06-01,2024-06-06,45000,전화 요망
TRIU6538058,40HQ,3900,ICT,인천,내항,2024-06-06,2024-06-10,45000,확정 이후 연락
YMLU5757953,40HQ,4100,BPTS,부산,내항,2024-06-05,2024-06-10,50000,빠른 픽업 가능
OOLU3703987,20FT,2200,PNC,부산,외항,2024-06-02,2024-06-06,50000,빠른 픽업 가능
FSCU3254572,40FT,3600,DGT,부산,외항,2024-06-02,2024-06-06,40000,빠른 픽업 가능
MAEU8655887,40HQ,3800,UNCT,울산,내항,2024-06-04,2024-06-08,40000,확정 이후 연락
TRIU8363167,20FT,2200,ICT,인천,내항,2024-06-07,2024-06-10,50000,확정 이후 연락
CMAU4898214,40FT,4000,SNCT,인천,외항,2024-06-07,2024-06-10,50000,확정 이후 연락
EMCU6694204,40HQ,4200,DGT,부산,외항,2024-06-03,2024-06-06,40000,전화 요망
EMCU1754308,40HQ,4100,BNCT,부산,외항,2024-06-06,2024-06-11,40000,확정 이후 연락
FSCU8346815,40FT,3600,HJIT,인천,외항,2024-06-05,2024-06-10,40000,확정 이후 연락
MSCU5329584,40HQ,4100,IFT,인천,내항,2024-06-05,2024-06-09,40000,확정 이후 연락
YMLU2048973,40HQ,4200,IGCT,군산,내항,2024-06-05,2024-06-09,42000,야간 불가
MAEU9849344,40FT,3900,IGCT,군산,내항,2024-06-02,2024-06-07,47000,전화 요망
MSCU2494664,40HQ,4200,SNCT,인천,외항,2024-06-04,2024-06-09,42000,빠른 픽업 가능
CMAU1816835,40FT,3700,PNIT,부산,외항,2024-06-03,2024-06-06,42000,확정 이후 연락
TRIU1908091,20FT,2500,PNIT,부산,외항,2024-06-07,2024-06-11,42000,야간 불가
MAEU1384437,40FT,3700,PCTC,평택,내항,2024-06-06,2024-06-10,45000,전화 요망
MAEU9167339,40FT,3900,BNCT,부산,외항,2024-06-03,2024-06-07,42000,확정 이후 연락
